,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,270.6183,-97.24964,-63.38736,-19.46526
pad_left_Q1,-97.24964,288.06448,-95.32805,-92.19549
pad_right_Q1,-63.38736,-95.32805,163.26986,-2.4086
resonator_pad_Q1,-19.46526,-92.19549,-2.4086,114.52871
