,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,268.44725,-96.43226,-62.09688,-19.52618
pad_left_Q1,-96.43226,317.32447,-125.53885,-92.06078
pad_right_Q1,-62.09688,-125.53885,192.13003,-2.46439
resonator_pad_Q1,-19.52618,-92.06078,-2.46439,114.51504
