,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,309.32282,-116.18928,-79.18834,-20.97526
pad_left_Q1,-116.18928,286.65859,-87.61601,-78.93486
pad_right_Q1,-79.18834,-87.61601,172.02677,-2.64635
resonator_pad_Q1,-20.97526,-78.93486,-2.64635,103.14395
