,ground_main_plane,pad_left_Q1,pad_right_Q1,resonator_pad_Q1
ground_main_plane,280.21121,-104.18893,-62.39479,-21.41725
pad_left_Q1,-104.18893,322.88199,-96.07544,-118.85405
pad_right_Q1,-62.39479,-96.07544,163.12548,-2.61601
resonator_pad_Q1,-21.41725,-118.85405,-2.61601,143.47392
